NDat,Taxon,Family,Order,Character,Reference,CharacterState,Value,Min,Max,Notes,NUsrcrDat,DcrDat,NUsrupDat,DupDat
122772,Acharia tragodes,Achariaceae,Malpighiales,312. Anther attachment (D1),Dahlgren & van Wyk 1988 (AMBG),312. Anther attachment (D1): (0) basifixed,,,,,Maria von Balthazar,05-Jul-13,,
122776,Acharia tragodes,Achariaceae,Malpighiales,313. Anther dehiscence (D1),Dahlgren & van Wyk 1988 (AMBG),313. Anther dehiscence (D1): (0) longitudinal slit,,,,,Maria von Balthazar,05-Jul-13,,
122626,Acharia tragodes,Achariaceae,Malpighiales,330. Androecium structural phyllotaxy (D1),Harms 1925 (EnglerPrantl),330. Androecium structural phyllotaxy (D1): (0) whorled,,,,,Maria von Balthazar,05-Jul-13,,
122627,Acharia tragodes,Achariaceae,Malpighiales,331. Number of androecium structural whorls (C1),Harms 1925 (EnglerPrantl),,1,,,,Maria von Balthazar,05-Jul-13,,
122630,Acharia tragodes,Achariaceae,Malpighiales,332. Androecium structural merism (C1),Harms 1925 (EnglerPrantl),,,3,4,,Maria von Balthazar,05-Jul-13,,
122787,Acharia tragodes,Achariaceae,Malpighiales,400. Gynoecium phyllotaxy (D1),Dahlgren & van Wyk 1988 (AMBG),400. Gynoecium phyllotaxy (D1): (0) one whorl,,,,,Maria von Balthazar,05-Jul-13,,
122788,Acharia tragodes,Achariaceae,Malpighiales,401. Number of structural carpels (C1),Harms 1925 (EnglerPrantl),,,3,4,,Maria von Balthazar,05-Jul-13,Maria von Balthazar,05-Jul-13
122795,Acharia tragodes,Achariaceae,Malpighiales,403. Fusion of ovaries (C1),Harms 1925 (EnglerPrantl),,1,,,,Maria von Balthazar,05-Jul-13,,
122849,Acharia tragodes,Achariaceae,Malpighiales,411. Number of ovules per functional carpel (C1),Harms 1925 (EnglerPrantl),,2,,,,Maria von Balthazar,05-Jul-13,,
127973,Acicarpha tribuloides,Calyceraceae,Asterales,100. Sex (D1),Hellwig 2007 (Kubitzki),100. Sex (D1): (0) bisexual (structurally and functionally),,,,"Flowers are hermaphrodite, but functionally male flowers occur regularly in the centre of the capitula",Kristel Schoonderwoerd,09-Jul-13,,
127978,Acicarpha tribuloides,Calyceraceae,Asterales,100. Sex (D1),Hellwig 2007 (Kubitzki),100. Sex (D1): (5) unisexual andromonoecious (structurally and functionally),,,,"Flowers are hermaphrodite, but functionally male flowers occur regularly in the centre of the capitula",Kristel Schoonderwoerd,09-Jul-13,,
125189,Acicarpha tribuloides,Calyceraceae,Asterales,102. Ovary position (D1),Lundberg & Bremer 2003 (IJPS),102. Ovary position (D1): (1) inferior,,,,,Kristel Schoonderwoerd,08-Jul-13,,
127951,Acicarpha tribuloides,Calyceraceae,Asterales,102. Ovary position (D1),Hellwig 2007 (Kubitzki),102. Ovary position (D1): (1) inferior,,,,,Kristel Schoonderwoerd,09-Jul-13,,
127381,Acicarpha tribuloides,Calyceraceae,Asterales,201. Number of perianth parts (C1),Lundberg & Bremer 2003 (IJPS),,10,,,,Kristel Schoonderwoerd,09-Jul-13,,
127625,Acicarpha tribuloides,Calyceraceae,Asterales,204. Fusion of perianth (C1),Lundberg & Bremer 2003 (IJPS),,0,,,Sepals,Kristel Schoonderwoerd,09-Jul-13,,
127677,Acicarpha tribuloides,Calyceraceae,Asterales,204. Fusion of perianth (C1),Erbar 1993 (BotJahrb),,0.15,,,Petals,Kristel Schoonderwoerd,09-Jul-13,Maria von Balthazar,22-Oct-15
125558,Acicarpha tribuloides,Calyceraceae,Asterales,207. Symmetry of perianth (D1),Lundberg & Bremer 2003 (IJPS),207. Symmetry of perianth (D1): (5) actinomorphic (general),,,,,Kristel Schoonderwoerd,08-Jul-13,,
127928,Acicarpha tribuloides,Calyceraceae,Asterales,207. Symmetry of perianth (D1),Hellwig 2007 (Kubitzki),207. Symmetry of perianth (D1): (5) actinomorphic (general),,,,,Kristel Schoonderwoerd,09-Jul-13,,
188125,Acicarpha tribuloides,Calyceraceae,Asterales,230. Perianth phyllotaxy (D1),Erbar 1993 (BotJahrb),230. Perianth phyllotaxy (D1): (0) whorled,,,,,Maria von Balthazar,22-Oct-15,,
127388,Acicarpha tribuloides,Calyceraceae,Asterales,231. Number of perianth whorls (C1),Lundberg & Bremer 2003 (IJPS),,2,,,,Kristel Schoonderwoerd,09-Jul-13,,
127382,Acicarpha tribuloides,Calyceraceae,Asterales,232. Perianth merism (C1),Lundberg & Bremer 2003 (IJPS),,5,,,,Kristel Schoonderwoerd,09-Jul-13,,
127962,Acicarpha tribuloides,Calyceraceae,Asterales,232. Perianth merism (C1),Hellwig 2007 (Kubitzki),,5,,,,Kristel Schoonderwoerd,09-Jul-13,,
127402,Acicarpha tribuloides,Calyceraceae,Asterales,234. Perianth differentiation (D1),Lundberg & Bremer 2003 (IJPS),"234. Perianth differentiation (D1): (1) marked differentiation, outer sepaloid, inner petaloid",,,,,Kristel Schoonderwoerd,09-Jul-13,,
126003,Acicarpha tribuloides,Calyceraceae,Asterales,301. Number of fertile stamens (C1),Lundberg & Bremer 2003 (IJPS),,5,,,,Kristel Schoonderwoerd,09-Jul-13,,
127981,Acicarpha tribuloides,Calyceraceae,Asterales,301. Number of fertile stamens (C1),Hellwig 2007 (Kubitzki),,5,,,,Kristel Schoonderwoerd,09-Jul-13,,
188130,Acicarpha tribuloides,Calyceraceae,Asterales,305. Filament (D1),Erbar 1993 (BotJahrb),305. Filament (D1): (8) fused into synandrium,,,,,Maria von Balthazar,22-Oct-15,,
126497,Acicarpha tribuloides,Calyceraceae,Asterales,311. Anther orientation (D1),Lundberg & Bremer 2003 (IJPS),311. Anther orientation (D1): (0) introrse,,,,,Kristel Schoonderwoerd,09-Jul-13,,
127939,Acicarpha tribuloides,Calyceraceae,Asterales,311. Anther orientation (D1),Hellwig 2007 (Kubitzki),311. Anther orientation (D1): (0) introrse,,,,,Kristel Schoonderwoerd,09-Jul-13,,
126348,Acicarpha tribuloides,Calyceraceae,Asterales,312. Anther attachment (D1),Lundberg & Bremer 2003 (IJPS),312. Anther attachment (D1): (0) basifixed,,,,,Kristel Schoonderwoerd,09-Jul-13,,
127943,Acicarpha tribuloides,Calyceraceae,Asterales,313. Anther dehiscence (D1),Hellwig 2007 (Kubitzki),313. Anther dehiscence (D1): (0) longitudinal slit,,,,,Kristel Schoonderwoerd,09-Jul-13,,
188127,Acicarpha tribuloides,Calyceraceae,Asterales,330. Androecium structural phyllotaxy (D1),Erbar 1993 (BotJahrb),330. Androecium structural phyllotaxy (D1): (0) whorled,,,,,Maria von Balthazar,22-Oct-15,,
188128,Acicarpha tribuloides,Calyceraceae,Asterales,331. Number of androecium structural whorls (C1),Erbar 1993 (BotJahrb),,1,,,,Maria von Balthazar,22-Oct-15,,
125922,Acicarpha tribuloides,Calyceraceae,Asterales,332. Androecium structural merism (C1),Lundberg & Bremer 2003 (IJPS),,5,,,,Kristel Schoonderwoerd,09-Jul-13,,
188131,Acicarpha tribuloides,Calyceraceae,Asterales,401. Number of structural carpels (C1),Erbar 1993 (BotJahrb),,5,,,,Maria von Balthazar,22-Oct-15,,
188132,Acicarpha tribuloides,Calyceraceae,Asterales,403. Fusion of ovaries (C1),Erbar 1993 (BotJahrb),,1,,,,Maria von Balthazar,22-Oct-15,,
127298,Acicarpha tribuloides,Calyceraceae,Asterales,411. Number of ovules per functional carpel (C1),Erbar 1993 (BotJahrb),,1,,,Fewer than 1,Kristel Schoonderwoerd,09-Jul-13,Maria von Balthazar,22-Oct-15
42184,Acorus gramineus,Acoraceae,Acorales,100. Sex (D1),Flora of China 2013 (website),100. Sex (D1): (0) bisexual (structurally and functionally),,,,,Hervé Sauquet,30-Jan-13,,
176369,Acorus gramineus,Acoraceae,Acorales,102. Ovary position (D1),Buzgo & Endress 2000 (IJPS),102. Ovary position (D1): (0) superior,,,,,Julien Massoni,12-Nov-14,,
180436,Acorus gramineus,Acoraceae,Acorales,102. Ovary position (D1),Buzgo & Endress 2000 (IJPS),102. Ovary position (D1): (0) superior,,,,,Maria von Balthazar,06-May-15,,
42190,Acorus gramineus,Acoraceae,Acorales,201. Number of perianth parts (C1),Flora of China 2013 (website),,6,,,,Hervé Sauquet,30-Jan-13,,
42191,Acorus gramineus,Acoraceae,Acorales,204. Fusion of perianth (C1),Flora of China 2013 (website),,0,,,,Hervé Sauquet,30-Jan-13,,
42203,Acorus gramineus,Acoraceae,Acorales,207. Symmetry of perianth (D1),Buzgo & Endress 2000 (IJPS),207. Symmetry of perianth (D1): (2) zygomorphic,,,,,Hervé Sauquet,30-Jan-13,Julien Massoni,12-Nov-14
42186,Acorus gramineus,Acoraceae,Acorales,230. Perianth phyllotaxy (D1),Flora of China 2013 (website),230. Perianth phyllotaxy (D1): (0) whorled,,,,,Hervé Sauquet,30-Jan-13,,
42187,Acorus gramineus,Acoraceae,Acorales,231. Number of perianth whorls (C1),Flora of China 2013 (website),,2,,,,Hervé Sauquet,30-Jan-13,,
42204,Acorus gramineus,Acoraceae,Acorales,231. Number of perianth whorls (C1),Buzgo & Endress 2000 (IJPS),,2,,,,Hervé Sauquet,30-Jan-13,,
42188,Acorus gramineus,Acoraceae,Acorales,232. Perianth merism (C1),Flora of China 2013 (website),,3,,,,Hervé Sauquet,30-Jan-13,,
151915,Acorus gramineus,Acoraceae,Acorales,234. Perianth differentiation (D1),Flora of China 2014 (website),234. Perianth differentiation (D1): (0) undifferentiated,,,,,Elisabeth Reyes,03-Jun-14,Elisabeth Reyes,03-Jun-14
42196,Acorus gramineus,Acoraceae,Acorales,301. Number of fertile stamens (C1),Flora of China 2013 (website),,6,,,,Hervé Sauquet,30-Jan-13,,
42207,Acorus gramineus,Acoraceae,Acorales,301. Number of fertile stamens (C1),Buzgo & Endress 2000 (IJPS),,6,,,,Hervé Sauquet,30-Jan-13,,
176363,Acorus gramineus,Acoraceae,Acorales,305. Filament (D1),Buzgo & Endress 2000 (IJPS),305. Filament (D1): (2) long and narrow,,,,,Julien Massoni,12-Nov-14,,
42198,Acorus gramineus,Acoraceae,Acorales,311. Anther orientation (D1),Flora of China 2013 (website),311. Anther orientation (D1): (0) introrse,,,,,Hervé Sauquet,30-Jan-13,,
42210,Acorus gramineus,Acoraceae,Acorales,311. Anther orientation (D1),Buzgo & Endress 2000 (IJPS),311. Anther orientation (D1): (0) introrse,,,,,Hervé Sauquet,30-Jan-13,,
42209,Acorus gramineus,Acoraceae,Acorales,312. Anther attachment (D1),Buzgo & Endress 2000 (IJPS),312. Anther attachment (D1): (1) dorsifixed,,,,,Hervé Sauquet,30-Jan-13,,
42199,Acorus gramineus,Acoraceae,Acorales,313. Anther dehiscence (D1),Flora of China 2013 (website),313. Anther dehiscence (D1): (0) longitudinal slit,,,,,Hervé Sauquet,30-Jan-13,,
42212,Acorus gramineus,Acoraceae,Acorales,313. Anther dehiscence (D1),Buzgo & Endress 2000 (IJPS),313. Anther dehiscence (D1): (0) longitudinal slit,,,,,Hervé Sauquet,30-Jan-13,,
42193,Acorus gramineus,Acoraceae,Acorales,330. Androecium structural phyllotaxy (D1),Flora of China 2013 (website),330. Androecium structural phyllotaxy (D1): (0) whorled,,,,,Hervé Sauquet,30-Jan-13,,
42194,Acorus gramineus,Acoraceae,Acorales,331. Number of androecium structural whorls (C1),Flora of China 2013 (website),,2,,,,Hervé Sauquet,30-Jan-13,,
42205,Acorus gramineus,Acoraceae,Acorales,331. Number of androecium structural whorls (C1),Buzgo & Endress 2000 (IJPS),,2,,,,Hervé Sauquet,30-Jan-13,,
42195,Acorus gramineus,Acoraceae,Acorales,332. Androecium structural merism (C1),Flora of China 2013 (website),,3,,,,Hervé Sauquet,30-Jan-13,,
42206,Acorus gramineus,Acoraceae,Acorales,332. Androecium structural merism (C1),Buzgo & Endress 2000 (IJPS),,3,,,,Hervé Sauquet,30-Jan-13,,
180444,Acorus gramineus,Acoraceae,Acorales,400. Gynoecium phyllotaxy (D1),Buzgo & Endress 2000 (IJPS),400. Gynoecium phyllotaxy (D1): (0) one whorl,,,,,Maria von Balthazar,06-May-15,,
176374,Acorus gramineus,Acoraceae,Acorales,401. Number of structural carpels (C1),Buzgo & Endress 2000 (IJPS),,3,,,,Julien Massoni,12-Nov-14,,
180443,Acorus gramineus,Acoraceae,Acorales,401. Number of structural carpels (C1),Buzgo & Endress 2000 (IJPS),,3,,,,Maria von Balthazar,06-May-15,,
176375,Acorus gramineus,Acoraceae,Acorales,403. Fusion of ovaries (C1),Buzgo & Endress 2000 (IJPS),,1,,,,Julien Massoni,12-Nov-14,,
180445,Acorus gramineus,Acoraceae,Acorales,403. Fusion of ovaries (C1),Buzgo & Endress 2000 (IJPS),,1,,,,Maria von Balthazar,06-May-15,,
176377,Acorus gramineus,Acoraceae,Acorales,411. Number of ovules per functional carpel (C1),Buzgo & Endress 2000 (IJPS),,,3,6,,Julien Massoni,12-Nov-14,,
180450,Acorus gramineus,Acoraceae,Acorales,411. Number of ovules per functional carpel (C1),Buzgo & Endress 2000 (IJPS),,,3,6,,Maria von Balthazar,06-May-15,,
124301,Acridocarpus natalitius,Malpighiaceae,Malpighiales,100. Sex (D1),Flora Zambesiaca 2013 (website),100. Sex (D1): (0) bisexual (structurally and functionally),,,,,Mario Coiro,08-Jul-13,,
124303,Acridocarpus natalitius,Malpighiaceae,Malpighiales,102. Ovary position (D1),Anderson et al 2006 (website),102. Ovary position (D1): (0) superior,,,,,Mario Coiro,08-Jul-13,,
124389,Acridocarpus natalitius,Malpighiaceae,Malpighiales,201. Number of perianth parts (C1),Flora Zambesiaca 2013 (website),,10,,,,Mario Coiro,08-Jul-13,,
124394,Acridocarpus natalitius,Malpighiaceae,Malpighiales,201. Number of perianth parts (C1),Anderson et al 2006 (website),,10,,,,Mario Coiro,08-Jul-13,Mario Coiro,08-Jul-13
124421,Acridocarpus natalitius,Malpighiaceae,Malpighiales,207. Symmetry of perianth (D1),Flora Zambesiaca 2013 (website),207. Symmetry of perianth (D1): (2) zygomorphic,,,,2 anterior sepals usually with 2 glands affixed near the edges above the base,Mario Coiro,08-Jul-13,,
124423,Acridocarpus natalitius,Malpighiaceae,Malpighiales,207. Symmetry of perianth (D1),Flora Zambesiaca 2013 (website),207. Symmetry of perianth (D1): (2) zygomorphic,,,,,Mario Coiro,08-Jul-13,Maria von Balthazar,21-Oct-15
124319,Acridocarpus natalitius,Malpighiaceae,Malpighiales,230. Perianth phyllotaxy (D1),Anderson et al 2006 (website),230. Perianth phyllotaxy (D1): (0) whorled,,,,,Mario Coiro,08-Jul-13,,
124325,Acridocarpus natalitius,Malpighiaceae,Malpighiales,231. Number of perianth whorls (C1),Flora Zambesiaca 2013 (website),,2,,,,Mario Coiro,08-Jul-13,,
124369,Acridocarpus natalitius,Malpighiaceae,Malpighiales,232. Perianth merism (C1),Flora Zambesiaca 2013 (website),,5,,,,Mario Coiro,08-Jul-13,,
124376,Acridocarpus natalitius,Malpighiaceae,Malpighiales,232. Perianth merism (C1),Anderson et al 2006 (website),,5,,,,Mario Coiro,08-Jul-13,,
124384,Acridocarpus natalitius,Malpighiaceae,Malpighiales,234. Perianth differentiation (D1),Anderson et al 2006 (website),"234. Perianth differentiation (D1): (1) marked differentiation, outer sepaloid, inner petaloid",,,,,Mario Coiro,08-Jul-13,,
124519,Acridocarpus natalitius,Malpighiaceae,Malpighiales,301. Number of fertile stamens (C1),Flora Zambesiaca 2013 (website),,10,,,,Mario Coiro,08-Jul-13,,
124532,Acridocarpus natalitius,Malpighiaceae,Malpighiales,305. Filament (D1),Flora Zambesiaca 2013 (website),305. Filament (D1): (5) short and wide,,,,,Mario Coiro,08-Jul-13,Maria von Balthazar,27-Oct-15
124538,Acridocarpus natalitius,Malpighiaceae,Malpighiales,312. Anther attachment (D1),Flora Zambesiaca 2013 (website),312. Anther attachment (D1): (0) basifixed,,,,,Mario Coiro,08-Jul-13,,
124541,Acridocarpus natalitius,Malpighiaceae,Malpighiales,313. Anther dehiscence (D1),Harvey 1859 (book),313. Anther dehiscence (D1): (7) short apical slits,,,,,Mario Coiro,08-Jul-13,Maria von Balthazar,27-Oct-15
124435,Acridocarpus natalitius,Malpighiaceae,Malpighiales,330. Androecium structural phyllotaxy (D1),Anderson et al 2006 (website),330. Androecium structural phyllotaxy (D1): (0) whorled,,,,,Mario Coiro,08-Jul-13,,
124500,Acridocarpus natalitius,Malpighiaceae,Malpighiales,331. Number of androecium structural whorls (C1),Niedenzu 1897 (EnglerPrantl),,2,,,,Mario Coiro,08-Jul-13,,
124506,Acridocarpus natalitius,Malpighiaceae,Malpighiales,332. Androecium structural merism (C1),Niedenzu 1897 (EnglerPrantl),,5,,,,Mario Coiro,08-Jul-13,,
124547,Acridocarpus natalitius,Malpighiaceae,Malpighiales,400. Gynoecium phyllotaxy (D1),Flora Zambesiaca 2013 (website),400. Gynoecium phyllotaxy (D1): (0) one whorl,,,,,Mario Coiro,08-Jul-13,,
124548,Acridocarpus natalitius,Malpighiaceae,Malpighiales,401. Number of structural carpels (C1),Flora Zambesiaca 2013 (website),,3,,,,Mario Coiro,08-Jul-13,,
124566,Acridocarpus natalitius,Malpighiaceae,Malpighiales,411. Number of ovules per functional carpel (C1),Anderson et al 2006 (website),,1,,,,Mario Coiro,08-Jul-13,,
84497,Actinidia chinensis,Actinidiaceae,Ericales,100. Sex (D1),Schmid 1978 (BotJahrb),"100. Sex (D1): (9) unisexual dioecious (functionally), but structurally bisexual",,,,male flowers have pistilloidia. female flowers have stamens that produce non-viable pollen,Jürg Schönenberger,27-Mar-13,Jürg Schönenberger,27-Mar-13
160381,Actinidia chinensis,Actinidiaceae,Ericales,100. Sex (D1),Flora of China 2014 (website),"100. Sex (D1): (9) unisexual dioecious (functionally), but structurally bisexual",,,,rarely bisexual or trimonoecious,Stefan Löfstrand,25-Jul-14,Stefan Löfstrand,21-Apr-15
84510,Actinidia chinensis,Actinidiaceae,Ericales,102. Ovary position (D1),Flora of China 2013 (website),102. Ovary position (D1): (0) superior,,,,,Jürg Schönenberger,27-Mar-13,,
156542,Actinidia chinensis,Actinidiaceae,Ericales,201. Number of perianth parts (C1),Flora of China 2014 (website),,10,,,"flowers are normally pentamerous, but can have 3-7 sepals and 3-8 petals, rarely also a second whorl of (3-)5(-8) petals",Stefan Löfstrand,15-Jul-14,,
84722,Actinidia chinensis,Actinidiaceae,Ericales,204. Fusion of perianth (C1),Schmid 1978 (BotJahrb),,0.05,,,only the sepals are basally connate. The petals are distinct,Jürg Schönenberger,27-Mar-13,,
84724,Actinidia chinensis,Actinidiaceae,Ericales,207. Symmetry of perianth (D1),Schmid 1978 (BotJahrb),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),,,,,Jürg Schönenberger,27-Mar-13,,
84633,Actinidia chinensis,Actinidiaceae,Ericales,230. Perianth phyllotaxy (D1),Schmid 1978 (BotJahrb),230. Perianth phyllotaxy (D1): (0) whorled,,,,,Jürg Schönenberger,27-Mar-13,Jürg Schönenberger,27-Mar-13
166125,Actinidia chinensis,Actinidiaceae,Ericales,231. Number of perianth whorls (C1),Brundell 1975 (NZJBot),,2,,,"In the flora of China there it is statet that there sometimes is a second corolla whorl with one or two petals. However, this seems rather dubious and I decided not to score it.",Jürg Schönenberger,21-Aug-14,,
156559,Actinidia chinensis,Actinidiaceae,Ericales,232. Perianth merism (C1),Flora of China 2014 (website),,5,,,"usually pentamerous, rarely 3-7(-8)",Stefan Löfstrand,15-Jul-14,,
84707,Actinidia chinensis,Actinidiaceae,Ericales,234. Perianth differentiation (D1),Schmid 1978 (BotJahrb),"234. Perianth differentiation (D1): (1) marked differentiation, outer sepaloid, inner petaloid",,,,,Jürg Schönenberger,27-Mar-13,,
182654,Actinidia chinensis,Actinidiaceae,Ericales,301. Number of fertile stamens (C1),Stefan D. Löfstrand 2015 (personal observation),,,140,170,specimen JS715 (University of Vienna; dept. Botany & Biodiversity Research; div. Structural & Functional Botany),Stefan Löfstrand,23-Jun-15,,
84822,Actinidia chinensis,Actinidiaceae,Ericales,305. Filament (D1),Flora of China 2013 (website),305. Filament (D1): (2) long and narrow,,,,,Jürg Schönenberger,27-Mar-13,Hervé Sauquet,18-Aug-14
84856,Actinidia chinensis,Actinidiaceae,Ericales,311. Anther orientation (D1),van Heel 1987 (BotJahrb),311. Anther orientation (D1): (0) introrse,,,,inner stamens,Jürg Schönenberger,27-Mar-13,Hervé Sauquet,18-Aug-14
156553,Actinidia chinensis,Actinidiaceae,Ericales,311. Anther orientation (D1),Stefan D. Löfstrand 2014 (personal observation),311. Anther orientation (D1): (0) introrse,,,,"mainly, the outermost stamens tend to have a more chaotic orientation. Note the anther inversion at anthesis!",Stefan Löfstrand,15-Jul-14,,
165040,Actinidia chinensis,Actinidiaceae,Ericales,311. Anther orientation (D1),van Heel 1987 (BotJahrb),311. Anther orientation (D1): (2) extrorse,,,,outer stamens (based on other datum originally scored by Jurg),Hervé Sauquet,18-Aug-14,,
156554,Actinidia chinensis,Actinidiaceae,Ericales,312. Anther attachment (D1),Caris 2013 (book),312. Anther attachment (D1): (3) ventrifixed,,,,,Stefan Löfstrand,15-Jul-14,,
84917,Actinidia chinensis,Actinidiaceae,Ericales,313. Anther dehiscence (D1),Schmid 1978 (BotJahrb),313. Anther dehiscence (D1): (0) longitudinal slit,,,,,Jürg Schönenberger,27-Mar-13,,
